product_name,applicant,approval_date,te_code,appl_no
ISOETHARINE HYDROCHLORIDE,ROXANE LABORATORIES INC,1983-09-16,,088226
ISOETHARINE HYDROCHLORIDE,ROXANE LABORATORIES INC,,,087324
ISOETHARINE HYDROCHLORIDE,ROXANE LABORATORIES INC,1983-06-03,,088275
ISOETHARINE HYDROCHLORIDE,ROXANE LABORATORIES INC,,,086899
ISOETHARINE HYDROCHLORIDE S/F,DEY LP,1988-11-22,,089817
ISOETHARINE HYDROCHLORIDE S/F,DEY LP,1988-11-22,,089818
ISOETHARINE HYDROCHLORIDE S/F,DEY LP,1988-11-22,,089819
ISOETHARINE HYDROCHLORIDE S/F,DEY LP,1988-11-22,,089820
ISOETHARINE HYDROCHLORIDE S/F,DEY LP,1986-09-15,,089252
ISOPROTERENOL HYDROCHLORIDE,ARMOUR PHARMACEUTICAL CO,1982-11-18,,087935
ISOPROTERENOL HYDROCHLORIDE,ARMOUR PHARMACEUTICAL CO,1982-11-18,,087936
ISOPROTERENOL HYDROCHLORIDE,DEY LP,1982-01-04,,086764
ISOPROTERENOL HYDROCHLORIDE,PARKE DAVIS DIV WARNER LAMBERT CO,,,085994
ISOPROTERENOL HYDROCHLORIDE,PARKE DAVIS DIV WARNER LAMBERT CO,,,085540
ISUPREL,SANOFI AVENTIS US LLC,,,006327
ISUPREL,SANOFI AVENTIS US LLC,,,006327
KITABIS PAK,PULMOFLOW INC,2014-12-02,AN,205433
LEVALBUTEROL HYDROCHLORIDE,CIPLA LTD,2013-12-13,AN,078171
LEVALBUTEROL HYDROCHLORIDE,CIPLA LTD,2013-12-13,AN,078171
LEVALBUTEROL HYDROCHLORIDE,CIPLA LTD,2013-12-13,AN,078171
LEVALBUTEROL HYDROCHLORIDE,IMPAX LABORATORIES INC,2008-04-09,AN,077756
LEVALBUTEROL HYDROCHLORIDE,IMPAX LABORATORIES INC,2008-04-09,AN,077756
LEVALBUTEROL HYDROCHLORIDE,IMPAX LABORATORIES INC,2008-04-09,AN,077756
LEVALBUTEROL HYDROCHLORIDE,LUOXIN AUROVITAS PHARMA CHENGDU CO LTD,2017-01-31,AN,207628
LEVALBUTEROL HYDROCHLORIDE,LUOXIN AUROVITAS PHARMA CHENGDU CO LTD,2016-12-30,AN,207625
LEVALBUTEROL HYDROCHLORIDE,LUOXIN AUROVITAS PHARMA CHENGDU CO LTD,2016-12-30,AN,207625
LEVALBUTEROL HYDROCHLORIDE,LUOXIN AUROVITAS PHARMA CHENGDU CO LTD,2016-12-30,AN,207625
LEVALBUTEROL HYDROCHLORIDE,MANKIND PHARMA LTD,2024-10-21,,218770
LEVALBUTEROL HYDROCHLORIDE,MANKIND PHARMA LTD,2024-10-21,,218770
LEVALBUTEROL HYDROCHLORIDE,MANKIND PHARMA LTD,2024-10-21,,218770
LEVALBUTEROL HYDROCHLORIDE,MYLAN SPECIALTY LP,2009-03-20,AN,078309
LEVALBUTEROL HYDROCHLORIDE,PHARMOBEDIENT CONSULTING LLC,2013-03-15,,077800
LEVALBUTEROL HYDROCHLORIDE,PHARMOBEDIENT CONSULTING LLC,2013-03-15,,077800
LEVALBUTEROL HYDROCHLORIDE,PHARMOBEDIENT CONSULTING LLC,2013-03-15,,077800
LEVALBUTEROL HYDROCHLORIDE,THE RITEDOSE CORP,2016-03-22,AN,203653
LEVALBUTEROL HYDROCHLORIDE,THE RITEDOSE CORP,2016-03-22,AN,203653
LEVALBUTEROL HYDROCHLORIDE,THE RITEDOSE CORP,2016-03-22,AN,203653
LEVALBUTEROL HYDROCHLORIDE,SUN PHARMACEUTICAL INDUSTRIES LTD,2018-11-05,,207820
LEVALBUTEROL HYDROCHLORIDE,SUN PHARMACEUTICAL INDUSTRIES LTD,2018-11-05,,207820
LEVALBUTEROL HYDROCHLORIDE,SUN PHARMACEUTICAL INDUSTRIES LTD,2018-11-05,,207820
LEVALBUTEROL HYDROCHLORIDE,TEVA PARENTERAL MEDICINES INC,2014-09-11,AN,200875
LEVALBUTEROL HYDROCHLORIDE,TEVA PHARMACEUTICALS USA,2013-04-26,AN,090297
LEVALBUTEROL HYDROCHLORIDE,TEVA PHARMACEUTICALS USA,2013-04-26,AN,090297
LEVALBUTEROL HYDROCHLORIDE,TEVA PHARMACEUTICALS USA,2013-04-26,AN,090297
LONHALA MAGNAIR KIT,SUMITOMO PHARMA AMERICA INC,2017-12-05,,208437
METAPROTERENOL SULFATE,APOTEX INC,2001-02-28,,075402
METAPROTERENOL SULFATE,APOTEX INC,2001-02-28,,075403
METAPROTERENOL SULFATE,ASTRAZENECA LP,1988-07-27,,071275
METAPROTERENOL SULFATE,ASTRAZENECA LP,1988-07-27,,071018
METAPROTERENOL SULFATE,DEY LP,1988-08-05,,071806
METAPROTERENOL SULFATE,DEY LP,1988-08-05,,071805
METAPROTERENOL SULFATE,DEY LP,1987-08-17,,070805
METAPROTERENOL SULFATE,MYLAN SPECIALTY LP,1988-08-05,,071786
METAPROTERENOL SULFATE,MYLAN SPECIALTY LP,1987-08-17,,070804
METAPROTERENOL SULFATE,NEPHRON PHARMACEUTICALS CORP,1988-07-14,,071855
METAPROTERENOL SULFATE,NEPHRON PHARMACEUTICALS CORP,1988-07-14,,071726
METAPROTERENOL SULFATE,WOCKHARDT EU OPERATIONS (SWISS) AG,2002-05-30,,075586
METAPROTERENOL SULFATE,WOCKHARDT EU OPERATIONS (SWISS) AG,2002-05-30,,075586
METAPROTERENOL SULFATE,WOCKHARDT EU OPERATIONS (SWISS) AG,1988-06-07,,072190
MUCOMYST W/ ISOPROTERENOL,MEAD JOHNSON AND CO SUB BRISTOL MYERS CO,,,017366
PERFOROMIST,VIATRIS SPECIALITY LLC,2007-05-11,AN,022007
PROMETA,MURO PHARMACEUTICAL INC,1992-03-30,,073340
PROVENTIL,SCHERING CORP SUB SCHERING PLOUGH CORP,1987-01-14,,019243
PROVENTIL,SCHERING CORP SUB SCHERING PLOUGH CORP,1987-01-14,,019243
TILADE,SANOFI AVENTIS US LLC,1997-10-01,,020750
TOBI,VIATRIS SPECIALTY LLC,1997-12-22,AN,050753
TOBRAMYCIN,ALKEM LABORATORIES LTD,2021-04-01,AN,212848
TOBRAMYCIN,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,2015-07-13,AN,205501
TOBRAMYCIN,DR REDDYS LABORATORIES SA,2018-07-09,AN,207080
TOBRAMYCIN,HIKMA PHARMACEUTICALS USA INC,2014-05-28,AN,201422
TOBRAMYCIN,LUOXIN AUROVITAS PHARMA CHENGDU CO LTD,2021-01-22,,210871
TOBRAMYCIN,LUPIN INC,2017-03-22,AN,208964
TOBRAMYCIN,MANKIND PHARMA LTD,2023-06-30,AN,214478
TOBRAMYCIN,MANKIND PHARMA LTD,2022-09-22,AN,216725
TOBRAMYCIN,MICRO LABS LTD,2023-07-27,AN,217344
TOBRAMYCIN,PHARMOBEDIENT CONSULTING LLC,2017-10-13,,209554
TOBRAMYCIN,SUN PHARMACEUTICAL INDUSTRIES LTD,2019-12-26,AN,207136
TOBRAMYCIN,TEVA PHARMACEUTICALS USA,2013-10-10,AN,091589
TOBRAMYCIN,TEVA PHARMACEUTICALS USA INC,2019-06-26,AN,210915
TORNALATE,SANOFI AVENTIS US LLC,1992-02-19,,019548
TYVASO,UNITED THERAPEUTICS CORP,2009-07-30,,022387
VAPO-ISO,FISONS CORP,,,016813
VENTAVIS,ACTELION PHARMACEUTICALS US INC,2005-12-08,,021779
VENTAVIS,ACTELION PHARMACEUTICALS US INC,2004-12-29,,021779
VENTAVIS,ACTELION PHARMACEUTICALS US INC,2009-08-07,,021779
VENTOLIN,GLAXOSMITHKLINE,1992-04-23,,019773
VENTOLIN,GLAXOSMITHKLINE,1987-01-16,,019269
XOPENEX,HIKMA PHARMACEUTICALS USA INC,2002-01-30,,020837
XOPENEX,HIKMA PHARMACEUTICALS USA INC,1999-03-25,,020837
XOPENEX,HIKMA PHARMACEUTICALS USA INC,1999-03-25,,020837
XOPENEX,HIKMA PHARMACEUTICALS USA INC,2003-07-18,,020837
YUPELRI,MYLAN IRELAND LTD,2018-11-09,,210598
XENEISOL,MALLINCKRODT INC,,,017262
PENTETATE CALCIUM TRISODIUM,HAMELN PHARMA GMBH,2004-08-11,,021749
PENTETATE ZINC TRISODIUM,HAMELN PHARMA PLUS GMBH,2004-08-11,,021751
ACETYLCYSTEINE,ALVOGEN INC,2014-02-11,AN,204674
ACETYLCYSTEINE,ALVOGEN INC,2012-06-21,AN,203853
ACETYLCYSTEINE,AMERICAN REGENT INC,1995-07-28,AN,072489
ACETYLCYSTEINE,AMERICAN REGENT INC,1995-07-28,AN,072547
ACETYLCYSTEINE,CONBA USA INC,2025-03-14,AN,214177
ACETYLCYSTEINE,CONBA USA INC,2025-03-14,AN,214177
ACETYLCYSTEINE,EXELA PHARMA SCIENCES LLC,2023-11-01,,205643
ACETYLCYSTEINE,HOSPIRA INC,1989-05-01,,071364
ACETYLCYSTEINE,HOSPIRA INC,1994-08-30,AN,073664
ACETYLCYSTEINE,HOSPIRA INC,1989-05-01,,071365
ACETYLCYSTEINE,HOSPIRA INC,1994-08-30,AN,074037
ACETYLCYSTEINE,ROXANE LABORATORIES INC,1992-04-30,,072323
ACETYLCYSTEINE,ROXANE LABORATORIES INC,1992-09-30,,072621
ACETYLCYSTEINE,ROXANE LABORATORIES INC,1992-04-30,,072324
ACETYLCYSTEINE,ROXANE LABORATORIES INC,1992-09-30,,072622
ACETYLCYSTEINE,SOMERSET THERAPEUTICS LLC,2025-02-12,AN,219194
ACETYLCYSTEINE,SOMERSET THERAPEUTICS LLC,2025-02-12,AN,219194
MUCOMYST,APOTHECON INC DIV BRISTOL MYERS SQUIBB,,,013601
MUCOMYST,APOTHECON INC DIV BRISTOL MYERS SQUIBB,,,013601
MUCOSIL-10,DEY LP,1986-10-14,,070575
MUCOSIL-20,DEY LP,1986-10-14,,070576
AGGRASTAT,MEDICURE INTERNATIONAL INC,2016-08-31,,020912
BACTERIOSTATIC SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,ABRAXIS PHARMACEUTICAL PRODUCTS,1985-05-15,,088909
BACTERIOSTATIC SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,ABRAXIS PHARMACEUTICAL PRODUCTS,1985-02-07,,088909
BACTERIOSTATIC SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,FRESENIUS KABI USA LLC,1985-05-17,AP,088911
BACTERIOSTATIC SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,FRESENIUS KABI USA LLC,1985-02-07,AP,088911
BACTERIOSTATIC SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,HOSPIRA INC,1982-10-29,AP,018800
BACTERIOSTATIC SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,HOSPIRA INC,1982-10-29,AP,018800
BACTERIOSTATIC SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,HOSPIRA INC,1982-10-29,AP,018800
NAROPIN,FRESENIUS KABI USA LLC,2011-01-04,AP,020533
NAROPIN,FRESENIUS KABI USA LLC,1998-05-01,,020533
NAROPIN,FRESENIUS KABI USA LLC,1998-05-01,AP,020533
NAROPIN,FRESENIUS KABI USA LLC,1996-09-24,AP,020533
NAROPIN,FRESENIUS KABI USA LLC,1996-09-24,,020533
NAROPIN,FRESENIUS KABI USA LLC,1998-05-01,AP,020533
NAROPIN,FRESENIUS KABI USA LLC,1996-09-24,AP,020533
NAROPIN,FRESENIUS KABI USA LLC,1996-09-24,AP,020533
NAROPIN,FRESENIUS KABI USA LLC,1996-09-24,AP,020533
NAROPIN,FRESENIUS KABI USA LLC,1996-09-24,AP,020533
NAROPIN,FRESENIUS KABI USA LLC,1996-09-24,AP,020533
NAROPIN,FRESENIUS KABI USA LLC,1996-09-24,AP,020533
NAROPIN,FRESENIUS KABI USA LLC,2011-01-04,AP,020533
NORMOCARB HF 25,DIALYSIS SUPPLIES INC,2006-07-26,,021910
NORMOCARB HF 35,DIALYSIS SUPPLIES INC,2006-07-26,,021910
RIVFLOZA,NOVO NORDISK INC,2023-09-29,,215842
RIVFLOZA,NOVO NORDISK INC,2023-09-29,,215842
RIVFLOZA,NOVO NORDISK INC,2023-09-29,,215842
ROPIVACAINE HYDROCHLORIDE,AMNEAL EU LTD,2023-03-07,AP,216605
ROPIVACAINE HYDROCHLORIDE,AMNEAL EU LTD,2023-03-08,AP,216605
ROPIVACAINE HYDROCHLORIDE,AMNEAL EU LTD,2023-03-08,AP,216605
ROPIVACAINE HYDROCHLORIDE,AMNEAL EU LTD,2023-03-07,AP,216605
ROPIVACAINE HYDROCHLORIDE,ANTHEA PHARMA PRIVATE LTD,2025-10-08,AP,219883
ROPIVACAINE HYDROCHLORIDE,ANTHEA PHARMA PRIVATE LTD,2025-03-21,AP,219883
ROPIVACAINE HYDROCHLORIDE,ANTHEA PHARMA PRIVATE LTD,2025-10-08,AP,219883
ROPIVACAINE HYDROCHLORIDE,ANTHEA PHARMA PRIVATE LTD,2025-03-21,AP,219883
ROPIVACAINE HYDROCHLORIDE,ANTHEA PHARMA PRIVATE LTD,2025-03-21,AP,219883
ROPIVACAINE HYDROCHLORIDE,CAPLIN STERILES LTD,2020-04-09,AP,212808
ROPIVACAINE HYDROCHLORIDE,CAPLIN STERILES LTD,2020-04-09,AP,212808
ROPIVACAINE HYDROCHLORIDE,CAPLIN STERILES LTD,2020-04-09,AP,212808
ROPIVACAINE HYDROCHLORIDE,CAPLIN STERILES LTD,2020-04-09,AP,212808
ROPIVACAINE HYDROCHLORIDE,CAPLIN STERILES LTD,2024-05-23,AP,212808
ROPIVACAINE HYDROCHLORIDE,CAPLIN STERILES LTD,2024-05-23,AP,212808
ROPIVACAINE HYDROCHLORIDE,EUGIA PHARMA SPECIALITIES LTD,2016-07-13,AP,205612
ROPIVACAINE HYDROCHLORIDE,EUGIA PHARMA SPECIALITIES LTD,2016-07-13,AP,205612
ROPIVACAINE HYDROCHLORIDE,EUGIA PHARMA SPECIALITIES LTD,2016-07-13,AP,205612
ROPIVACAINE HYDROCHLORIDE,EUGIA PHARMA SPECIALITIES LTD,2016-07-13,AP,205612
ROPIVACAINE HYDROCHLORIDE,EUGIA PHARMA SPECIALITIES LTD,2016-07-13,AP,205612
ROPIVACAINE HYDROCHLORIDE,EUGIA PHARMA SPECIALITIES LTD,2016-07-13,AP,205612
ROPIVACAINE HYDROCHLORIDE,EUGIA PHARMA SPECIALITIES LTD,2016-07-13,AP,205612
ROPIVACAINE HYDROCHLORIDE,GLAND PHARMA LTD,2022-08-18,AP,210102
ROPIVACAINE HYDROCHLORIDE,GLAND PHARMA LTD,2022-08-18,AP,210102
ROPIVACAINE HYDROCHLORIDE,HIKMA PHARMACEUTICALS USA INC,2024-08-15,AP,211907
ROPIVACAINE HYDROCHLORIDE,HIKMA PHARMACEUTICALS USA INC,2020-07-20,AP,214074
ROPIVACAINE HYDROCHLORIDE,HIKMA PHARMACEUTICALS USA INC,2020-07-20,AP,214074
ROPIVACAINE HYDROCHLORIDE,HIKMA PHARMACEUTICALS USA INC,2020-07-20,AP,214074
ROPIVACAINE HYDROCHLORIDE,HIKMA PHARMACEUTICALS USA INC,2020-07-20,AP,214074
ROPIVACAINE HYDROCHLORIDE,HIKMA PHARMACEUTICALS USA INC,2024-08-15,AP,211907
ROPIVACAINE HYDROCHLORIDE,HIKMA PHARMACEUTICALS USA INC,2024-08-15,AP,211907
ROPIVACAINE HYDROCHLORIDE,HOSPIRA INC,2014-09-23,,090194
ROPIVACAINE HYDROCHLORIDE,HOSPIRA INC,2014-09-23,,090194
ROPIVACAINE HYDROCHLORIDE,HOSPIRA INC,2014-09-23,,090194
ROPIVACAINE HYDROCHLORIDE,HOSPIRA INC,2014-09-23,,090194
ROPIVACAINE HYDROCHLORIDE,HOSPIRA INC,2014-09-23,,090194
ROPIVACAINE HYDROCHLORIDE,HOSPIRA INC,2014-09-23,,090194
ROPIVACAINE HYDROCHLORIDE,INFORLIFE SA,2018-06-11,AP,206166
ROPIVACAINE HYDROCHLORIDE,INFORLIFE SA,2018-06-11,AP,206166
ROPIVACAINE HYDROCHLORIDE,INFORLIFE SA,2018-06-11,AP,206166
ROPIVACAINE HYDROCHLORIDE,INFORLIFE SA,2018-06-11,AP,206166
ROPIVACAINE HYDROCHLORIDE,KINDOS PHARMACEUTICALS CO LTD,2024-07-30,AP,218713
ROPIVACAINE HYDROCHLORIDE,KINDOS PHARMACEUTICALS CO LTD,2024-07-30,AP,218713
ROPIVACAINE HYDROCHLORIDE,KINDOS PHARMACEUTICALS CO LTD,2024-07-30,AP,218713
ROPIVACAINE HYDROCHLORIDE,KINDOS PHARMACEUTICALS CO LTD,2024-07-30,AP,218713
ROPIVACAINE HYDROCHLORIDE,KINDOS PHARMACEUTICALS CO LTD,2024-07-30,AP,218713
ROPIVACAINE HYDROCHLORIDE,KINDOS PHARMACEUTICALS CO LTD,2024-07-30,AP,218713
ROPIVACAINE HYDROCHLORIDE,KINDOS PHARMACEUTICALS CO LTD,2024-07-30,AP,218713
ROPIVACAINE HYDROCHLORIDE,MYLAN LABORATORIES LTD,2023-10-26,AP,206091
ROPIVACAINE HYDROCHLORIDE,MYLAN LABORATORIES LTD,2023-10-26,AP,206091
ROPIVACAINE HYDROCHLORIDE,NAVINTA LLC,2014-07-17,AP,078601
ROPIVACAINE HYDROCHLORIDE,NAVINTA LLC,2014-07-17,AP,078601
ROPIVACAINE HYDROCHLORIDE,RISING PHARMA HOLDINGS INC,2018-03-16,AP,204636
ROPIVACAINE HYDROCHLORIDE,RISING PHARMA HOLDINGS INC,2018-03-16,AP,204636
ROPIVACAINE HYDROCHLORIDE,RISING PHARMA HOLDINGS INC,2016-04-11,AP,203955
ROPIVACAINE HYDROCHLORIDE,RISING PHARMA HOLDING INC,2014-09-23,,090318
ROPIVACAINE HYDROCHLORIDE,RISING PHARMA HOLDING INC,2014-09-23,,090318
ROPIVACAINE HYDROCHLORIDE,RISING PHARMA HOLDING INC,2014-09-23,,090318
ROPIVACAINE HYDROCHLORIDE,RISING PHARMA HOLDING INC,2014-09-23,,090318
ROPIVACAINE HYDROCHLORIDE,SOMERSET THERAPEUTICS LLC,2018-06-15,AP,207636
ROPIVACAINE HYDROCHLORIDE,SOMERSET THERAPEUTICS LLC,2018-06-15,AP,207636
ROPIVACAINE HYDROCHLORIDE,SOMERSET THERAPEUTICS LLC,2018-06-15,AP,207636
ROPIVACAINE HYDROCHLORIDE,SOMERSET THERAPEUTICS LLC,2018-06-15,AP,207636
ROPIVACAINE HYDROCHLORIDE,SOMERSET THERAPEUTICS LLC,2018-06-15,AP,207636
ROPIVACAINE HYDROCHLORIDE,SOMERSET THERAPEUTICS LLC,2018-06-15,AP,207636
ROPIVACAINE HYDROCHLORIDE,SOMERSET THERAPEUTICS LLC,2018-06-15,AP,207636
SODIUM CHLORIDE 0.9%,B BRAUN MEDICAL INC,2016-08-08,,019635
SODIUM CHLORIDE 0.9%,HIKMA PHARMACEUTICALS USA INC,2013-09-24,,201833
SODIUM CHLORIDE 0.9%,HIKMA PHARMACEUTICALS USA INC,2015-01-07,AP,201833
SODIUM CHLORIDE 0.9%,HIKMA PHARMACEUTICALS USA INC,2012-01-20,,201850
SODIUM CHLORIDE 0.9%,NEXUS PHARMACEUTICALS LLC,2023-08-23,AP,217535
SODIUM CHLORIDE 0.9%,NEXUS PHARMACEUTICALS LLC,2023-08-23,AP,217535
SODIUM CHLORIDE 0.9%,SPECTRA MEDICAL DEVICES INC,2017-07-21,AP,206171
SODIUM CHLORIDE 0.9%,SPECTRA MEDICAL DEVICES INC,2017-07-21,AP,206171
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,ABBOTT LABORATORIES HOSP PRODUCTS DIV,1984-07-13,,019218
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,ABBOTT LABORATORIES HOSP PRODUCTS DIV,1985-04-30,,019218
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,BAXTER HEALTHCARE CORP,1985-10-30,,016677
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,BAXTER HEALTHCARE CORP,,AP,016677
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,BAXTER HEALTHCARE CORP,1992-12-07,AP,020178
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,BAXTER HEALTHCARE CORP,,AP,016677
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,BAXTER HEALTHCARE CORP,1992-12-07,AP,020178
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,FRESENIUS KABI USA LLC,1985-11-29,,088912
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,FRESENIUS KABI USA LLC,1985-01-10,AP,088912
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,FRESENIUS KABI USA LLC,1985-01-10,AP,088912
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,FRESENIUS KABI USA LLC,1985-01-10,AP,088912
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,HOSPIRA INC,1982-10-29,AP,018803
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,HOSPIRA INC,2015-01-22,,018803
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,HOSPIRA INC,2015-01-22,,018803
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,HOSPIRA INC,2015-01-22,,018803
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,HOSPIRA INC,1982-10-29,AP,018803
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,HOSPIRA INC,1982-10-29,AP,018803
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,HOSPIRA INC,1985-07-15,AP,019465
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,HOSPIRA INC,1985-07-15,AP,019465
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,ICU MEDICAL INC,1998-11-18,,019217
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,ICU MEDICAL INC,1998-11-18,,019217
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,ICU MEDICAL INC,1999-04-01,,019217
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,JUBILANT CADISTA PHARMACEUTICALS INC,2016-05-18,,203352
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,JUBILANT CADISTA PHARMACEUTICALS INC,2016-05-18,,203352
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,MILES LABORATORIES INC,,,018502
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,MILES LABORATORIES INC,,,018502
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,NEPHRON PHARMACEUTICALS CORPORATION,2020-04-23,AP,211968
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,NEPHRON PHARMACEUTICALS CORPORATION,2020-04-23,AP,211968
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,TARO PHARMACEUTICALS USA INC,2006-08-11,AP,077407
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,TARO PHARMACEUTICALS USA INC,2006-08-11,AP,077407
SODIUM CHLORIDE 0.9% IN PLASTIC THERMOJECT KIT FOR CARDIAC OUTPUT USE,ICU MEDICAL INC,1984-07-13,,019217
THAM,HOSPIRA INC,,AP,013025
TROMETHAMINE,B BRAUN MEDICAL INC,2024-12-09,AP,211558
TROMETHAMINE,MILLA PHARMACEUTICALS INC,2024-12-31,AP,213116
AN-SULFUR COLLOID,SUN PHARMACEUTICAL INDUSTRIES INC,,AP,017858
MINITEC,BRACCO DIAGNOSTICS INC,,,017339
OMNIPAQUE 350,GE HEALTHCARE,1985-12-26,,018956
OMNIPAQUE 350,GE HEALTHCARE,1995-10-24,,020608
PHOSPHOTOPE,BRACCO DIAGNOSTICS INC,,,010927
SODIUM PERTECHNETATE TC 99M,GE HEALTHCARE,,,017471
SODIUM PERTECHNETATE TC 99M,MALLINCKRODT MEDICAL INC,,,017725
SODIUM PERTECHNETATE TC 99M,SUN PHARMACEUTICAL INDUSTRIES INC,,,017321
SODIUM PERTECHNETATE TC 99M,SUN PHARMACEUTICAL INDUSTRIES INC,,,017321
SODIUM PERTECHNETATE TC 99M,SUN PHARMACEUTICAL INDUSTRIES INC,,,017321
SODIUM PHOSPHATE P 32,MALLINCKRODT MEDICAL INC,,,011777
SODIUM PHOSPHATE P 32,MALLINCKRODT MEDICAL INC,,,011777
TECHNECOLL,MALLINCKRODT MEDICAL INC,,,017059
TECHNETIUM TC 99M SULFUR COLLOID,GE HEALTHCARE,,,017456
TECHNETIUM TC 99M TSC,GE HEALTHCARE,,,017784
TECHNETIUM TC-99M SULFUR COLLOID KIT,JUBILANT DRAXIMAGE INC DBA JUBILANT RADIOPHARMA,2023-11-09,AP,213516
TESULOID,BRACCO DIAGNOSTICS INC,,,016923
IOHEXOL,AMNEAL EU LTD,2025-11-13,AP,217737
OMNIPAQUE 180,GE HEALTHCARE,1985-12-26,,018956
OMNIPAQUE 240,GE HEALTHCARE,1985-12-26,,018956
OMNIPAQUE 240,GE HEALTHCARE,1995-10-24,,020608
OMNIPAQUE 300,GE HEALTHCARE,1985-12-26,AP,018956
OMNIPAQUE 300,GE HEALTHCARE,1995-10-24,,020608
ABLYSINOL,BPI LABS LLC,2018-06-21,,207987
ABLYSINOL,BPI LABS LLC,2018-06-21,AP,207987
DEHYDRATED ALCOHOL,ACCORD HEALTHCARE INC,2025-06-23,AP,217845
DEHYDRATED ALCOHOL,BRECKENRIDGE PHARMACEUTICAL INC,2025-06-23,AP,219444
DEHYDRATED ALCOHOL,INGENUS PHARMACEUTICALS LLC,2025-07-09,AP,219569
DEHYDRATED ALCOHOL,XGEN PHARMACEUTICALS DJB INC,2025-06-23,AP,219400
IOMERVU,BRACCO DIAGNOSTICS INC,2024-11-27,,216016
IOMERVU,BRACCO DIAGNOSTICS INC,2024-11-27,,216016
IOMERVU,BRACCO DIAGNOSTICS INC,2024-11-27,,216016
IOMERVU,BRACCO DIAGNOSTICS INC,2024-11-27,,216016
IOMERVU,BRACCO DIAGNOSTICS INC,2024-11-27,,216016
IOMERVU,BRACCO DIAGNOSTICS INC,2024-11-27,,216016
IOMERVU,BRACCO DIAGNOSTICS INC,2024-11-27,,216016
IOMERVU,BRACCO DIAGNOSTICS INC,2024-11-27,,216016
IOMERVU,BRACCO DIAGNOSTICS INC,2024-11-27,,216016
IOMERVU,BRACCO DIAGNOSTICS INC,2024-11-27,,216016
IOMERVU,BRACCO DIAGNOSTICS INC,2024-11-27,,216016
IOMERVU,BRACCO DIAGNOSTICS INC,2024-11-27,,216016
IOMERVU,BRACCO DIAGNOSTICS INC,2024-11-27,,216016
ATROPEN,MERIDIAN MEDICAL TECHNOLOGIES LLC,2004-09-17,,017106
ATROPEN,MERIDIAN MEDICAL TECHNOLOGIES LLC,2003-06-19,,017106
ATROPEN,MERIDIAN MEDICAL TECHNOLOGIES LLC,2003-06-19,,017106
ATROPEN,MERIDIAN MEDICAL TECHNOLOGIES LLC,,,017106
ATROPINE,ABBVIE INC,1987-01-30,,071295
ATROPINE (AUTOINJECTOR),RAFA LABORATORIES LTD,2018-07-09,,212319
AZMIRO,AZURITY PHARMACEUTICALS INC,2022-06-02,,216318
DELALUTIN,BRISTOL MYERS SQUIBB,,,010347
DELALUTIN,BRISTOL MYERS SQUIBB,,,016911
DELALUTIN,BRISTOL MYERS SQUIBB,,,010347
DELALUTIN,BRISTOL MYERS SQUIBB,,,016911
FASLODEX,ASTRAZENECA PHARMACEUTICALS LP,2002-04-25,,021344
FASLODEX,ASTRAZENECA PHARMACEUTICALS LP,2002-04-25,AO,021344
